FILE NAME                 | TIER TYPE       | START TIME (sec)   | END TIME (sec)     | TEXT / SOUND   
oenN.TextGrid             | PHONES          | 2.1600             | 2.2500             | N              
oenN.TextGrid             | PHONES          | 2.2500             | 2.4900             | S              


ohNG.TextGrid             | WORDS           | 0.4400             | 1.0800             | hovered        
ohNG.TextGrid             | PHONES          | 0.4400             | 0.4900             | HH             
ohNG.TextGrid             | PHONES          | 0.4900             | 0.6200             | AH1            
ohNG.TextGrid             | PHONES          | 0.6200             | 0.6800             | V              
ohNG.TextGrid             | PHONES          | 0.6800             | 0.8400             | ER0            
ohNG.TextGrid             | PHONES          | 0.8400             | 1.0800             | D              


olyo.TextGrid             | WORDS           | 0.4600             | 1.0500             | lip            
olyo.TextGrid             | PHONES          | 0.4600             | 0.5500             | L              
olyo.TextGrid             | PHONES          | 0.5500             | 0.6200             | IH1            
olyo.TextGrid             | PHONES          | 0.6200             | 1.0500             | P              


om1X.TextGrid             | WORDS           | 0.2400             | 0.4300             | i              
om1X.TextGrid             | WORDS           | 0.4300             | 0.6600             | dont           
om1X.TextGrid             | WORDS           | 0.6600             | 0.9500             | know           
om1X.TextGrid             | PHONES          | 0.2400             | 0.4300             | AY1            
om1X.TextGrid             | PHONES          | 0.4300             | 0.4800             | D              
om1X.TextGrid             | PHONES          | 0.4800             | 0.5900             | AA1            
om1X.TextGrid             | PHONES          | 0.5900             | 0.6300             | N              
om1X.TextGrid             | PHONES          | 0.6300             | 0.6600             | T              
om1X.TextGrid             | PHONES          | 0.6600             | 0.7200             | N              
om1X.TextGrid             | PHONES          | 0.7200             | 0.9500             | OW1            


omf8.TextGrid             | WORDS           | 0.3600             | 0.9700             | plenty         
omf8.TextGrid             | PHONES          | 0.3600             | 0.3900             | P              
omf8.TextGrid             | PHONES          | 0.3900             | 0.4300             | L              
omf8.TextGrid             | PHONES          | 0.4300             | 0.5100             | EH1            
omf8.TextGrid             | PHONES          | 0.5100             | 0.6500             | N              
omf8.TextGrid             | PHONES          | 0.6500             | 0.7100             | T              
omf8.TextGrid             | PHONES          | 0.7100             | 0.9700             | IY0            


otxy.TextGrid             | WORDS           | 0.2900             | 0.8400             | canada         
otxy.TextGrid             | PHONES          | 0.2900             | 0.3800             | K              
otxy.TextGrid             | PHONES          | 0.3800             | 0.4800             | AE1            
otxy.TextGrid             | PHONES          | 0.4800             | 0.5200             | N              
otxy.TextGrid             | PHONES          | 0.5200             | 0.5700             | AH0            
otxy.TextGrid             | PHONES          | 0.5700             | 0.6200             | D              
otxy.TextGrid             | PHONES          | 0.6200             | 0.8400             | AH0            


p17o.TextGrid             | WORDS           | 0.1600             | 0.3200             | <unk>          
p17o.TextGrid             | WORDS           | 0.5100             | 0.6400             | <unk>          
