=========================================================================================================================
                                   PER-WORD COMPREHENSIVE DIFFERENCE REPORT
  Mean Start Difference: 0.046088s | Mean End Difference: 0.065203s | Threshold: 0.130405s
=========================================================================================================================
FILE NAME          | WORD         | HUMAN START  | HUMAN END   | MACH START  | MACH END   | START DIFF  | END DIFF   | STATUS  
v05S               | DOOR         | 2.0330     s | 2.2951    s | 1.9600    s | 2.2300   s | 0.07302   s | 0.06505  s | SAFE    
v05S               | BEFORE       | 2.2951     s | 2.5729    s | 2.2300    s | 2.5600   s | 0.06505   s | 0.01290  s | SAFE    
v05S               | HE           | 2.6090     s | 2.6994    s | 2.5600    s | 2.6800   s | 0.04904   s | 0.01940  s | SAFE    
v05S               | LEFT         | 2.6994     s | 3.0224    s | 2.6800    s | 3.0700   s | 0.01940   s | 0.04758  s | SAFE    
v863               | EDGING       | 0.6314     s | 1.2040    s | 0.6300    s | 1.0800   s | 0.00143   s | 0.12405  s | SAFE    
v982               | BOAT         | 0.3066     s | 0.7144    s | 0.3100    s | 0.8100   s | 0.00339   s | 0.09560  s | SAFE    
vCOr               | CHICK        | 0.3403     s | 0.7987    s | 0.3900    s | 0.9200   s | 0.04968   s | 0.12128  s | SAFE    
vDzW               | NOT          | 0.6423     s | 0.8917    s | 0.6600    s | 0.9700   s | 0.01768   s | 0.07829  s | SAFE    
vDzW               | ME           | 0.9001     s | 1.3213    s | 0.9700    s | 1.2500   s | 0.06991   s | 0.07132  s | SAFE    
vKSW               | EMPLOYER     | 0.2323     s | 0.9212    s | 0.2400    s | 0.9700   s | 0.00765   s | 0.04881  s | SAFE    
vNtL               | LOOSER       | 0.4988     s | 1.0942    s | 0.4900    s | 1.1900   s | 0.00881   s | 0.09578  s | SAFE    
vZGR               | JOHN         | 0.4029     s | 0.6540    s | 0.4400    s | 0.8700   s | 0.03708   s | 0.21601  s | FLAGGED 
vZGR               | WOULD        | 0.6555     s | 1.0915    s | 0.8700    s | 1.0700   s | 0.21451   s | 0.02148  s | FLAGGED 
vZGR               | DO           | 1.0915     s | 1.2343    s | 1.0700    s | 1.2600   s | 0.02148   s | 0.02570  s | SAFE    
vZGR               | IT           | 1.2343     s | 1.4448    s | 1.2600    s | 1.5100   s | 0.02570   s | 0.06522  s | SAFE    
vbSc               | VAST         | 0.6145     s | 1.2171    s | 0.6200    s | 1.2500   s | 0.00549   s | 0.03288  s | SAFE    
vgBG               | DAVID        | 0.3335     s | 0.8301    s | 0.4000    s | 1.0100   s | 0.06652   s | 0.17993  s | MISMATCH
vgBG               | DROVE        | 0.8301     s | 1.3121    s | 1.0100    s | 1.3000   s | 0.17993   s | 0.01207  s | MISMATCH
vgBG               | DOWN         | 1.3121     s | 1.5872    s | 1.3000    s | 1.5200   s | 0.01207   s | 0.06724  s | MISMATCH
vgBG               | SECOND       | 1.6310     s | 1.8743    s | 1.5900    s | 2.0000   s | 0.04098   s | 0.12574  s | MISMATCH
vgBG               | ROAD         | 1.8743     s | 2.2323    s | 2.0000    s | 2.3100   s | 0.12574   s | 0.07765  s | MISMATCH
vhwd               | WORSE        | 0.6712     s | 1.4674    s | 0.6600    s | 1.5100   s | 0.01119   s | 0.04260  s | SAFE    
vmjd               | VEER         | 0.8714     s | 1.3062    s | 0.8700    s | 1.2300   s | 0.00139   s | 0.07622  s | SAFE    
vogJ               | LID          | 0.3485     s | 0.8061    s | 0.3500    s | 0.8800   s | 0.00148   s | 0.07390  s | SAFE    
vqMk               | CERTAINLY    | 0.4549     s | 0.9097    s | 0.3700    s | 0.7800   s | 0.08485   s | 0.12970  s | SAFE    
vqMk               | SIR          | 0.9141     s | 1.1328    s | 0.7800    s | 1.1500   s | 0.13408   s | 0.01724  s | FLAGGED 
vqMk               | JUST         | 1.4783     s | 1.6926    s | 1.4000    s | 1.6400   s | 0.07827   s | 0.05257  s | SAFE    
vqMk               | GET          | 1.6926     s | 1.8282    s | 1.6400    s | 1.8600   s | 0.05257   s | 0.03185  s | SAFE    
vqMk               | SOME         | 1.8675     s | 2.0250    s | 1.8600    s | 2.0400   s | 0.00752   s | 0.01503  s | SAFE    
vqMk               | OUT          | 2.0250     s | 2.2611    s | 2.0400    s | 2.2800   s | 0.01503   s | 0.01886  s | SAFE    
vqMk               | WOULD        | 2.6897     s | 2.8113    s | 2.6700    s | 2.7900   s | 0.01975   s | 0.02126  s | SAFE    
vqMk               | YOU          | 2.8113     s | 2.9322    s | 2.7900    s | 2.8600   s | 0.02126   s | 0.07218  s | SAFE    
vqMk               | MIND         | 2.9322     s | 3.0232    s | 2.8600    s | 3.1000   s | 0.07218   s | 0.07680  s | SAFE    
vqMk               | TAKING       | 3.0232     s | 3.1805    s | 3.1000    s | 3.3000   s | 0.07680   s | 0.11946  s | SAFE    
vqMk               | A            | 3.1805     s | 3.2221    s | 3.3000    s | 3.3500   s | 0.11946   s | 0.12786  s | SAFE    
vqMk               | SEAT         | 3.2221     s | 3.4926    s | 3.3500    s | 3.6200   s | 0.12786   s | 0.12740  s | SAFE    
vqMk               | FOR          | 3.4874     s | 3.5849    s | 3.6200    s | 3.7200   s | 0.13260   s | 0.13508  s | FLAGGED 
vqMk               | A            | 3.5849     s | 3.6681    s | 3.7200    s | 3.8000   s | 0.13508   s | 0.13186  s | FLAGGED 
vqMk               | MINUTE       | 3.6681     s | 3.9281    s | 3.8000    s | 4.1900   s | 0.13186   s | 0.26188  s | FLAGGED 
vqMk               | I            | 4.0985     s | 4.2038    s | 4.2600    s | 4.3300   s | 0.16154   s | 0.12622  s | FLAGGED 
vqMk               | BE           | 4.5015     s | 4.6368    s | 4.6400    s | 4.7100   s | 0.13846   s | 0.07323  s | FLAGGED 
vqMk               | LONG         | 4.6368     s | 4.9072    s | 4.7100    s | 5.0500   s | 0.07323   s | 0.14277  s | FLAGGED 
vqsI               | CLUB         | 0.4624     s | 0.8292    s | 0.4600    s | 0.8100   s | 0.00242   s | 0.01916  s | SAFE    
vqzK               | VAIN         | 0.7807     s | 1.3760    s | 0.7700    s | 1.4200   s | 0.01068   s | 0.04396  s | SAFE    
vvKG               | THAT         | 0.2624     s | 0.4907    s | 0.2800    s | 0.5500   s | 0.01759   s | 0.05935  s | SAFE    
vvKG               | WAS          | 0.5125     s | 0.7913    s | 0.5500    s | 0.8100   s | 0.03748   s | 0.01867  s | SAFE    
vvKG               | NICE         | 0.8146     s | 1.2519    s | 0.8100    s | 1.3400   s | 0.00457   s | 0.08808  s | SAFE    
vvMa               | BOUGHT       | 0.4535     s | 1.1001    s | 0.4700    s | 1.1600   s | 0.01649   s | 0.05993  s | SAFE    
vwYA               | I            | 0.2435     s | 0.3936    s | 0.2400    s | 0.3700   s | 0.00346   s | 0.02362  s | SAFE    
vwYA               | MIND         | 0.6969     s | 0.9447    s | 0.6800    s | 0.9300   s | 0.01686   s | 0.01469  s | SAFE    
vwYA               | SEEING       | 0.9447     s | 1.1619    s | 0.9300    s | 1.1700   s | 0.01469   s | 0.00809  s | SAFE    
vwYA               | IT           | 1.1619     s | 1.2581    s | 1.1700    s | 1.2800   s | 0.00809   s | 0.02187  s | SAFE    
vwYA               | AGAIN        | 1.2581     s | 1.6241    s | 1.2800    s | 1.6200   s | 0.02187   s | 0.00405  s | SAFE    
wYHs               | FAULT        | 0.4686     s | 0.8566    s | 0.3800    s | 0.9000   s | 0.08857   s | 0.04342  s | SAFE    
wecb               | SHE          | 0.3075     s | 0.5187    s | 0.2700    s | 0.4600   s | 0.03752   s | 0.05868  s | SAFE    
wecb               | SAID         | 0.5187     s | 0.7216    s | 0.4600    s | 0.7400   s | 0.05868   s | 0.01836  s | SAFE    
wecb               | NO           | 0.7216     s | 1.0784    s | 0.7400    s | 1.0200   s | 0.01836   s | 0.05836  s | SAFE    
wecb               | WHEN         | 1.0784     s | 1.2916    s | 1.0200    s | 1.2500   s | 0.05836   s | 0.04157  s | SAFE    
wecb               | ASKED        | 1.2916     s | 1.5396    s | 1.2800    s | 1.5700   s | 0.01157   s | 0.03036  s | SAFE    
wecb               | FOR          | 1.5396     s | 1.6790    s | 1.5700    s | 1.6900   s | 0.03036   s | 0.01096  s | SAFE    
wecb               | A            | 1.6770     s | 1.7590    s | 1.6900    s | 1.7400   s | 0.01301   s | 0.01900  s | SAFE    
wecb               | NEW          | 1.7590     s | 1.9681    s | 1.7400    s | 1.9600   s | 0.01900   s | 0.00811  s | SAFE    
wecb               | STOVE        | 1.9681     s | 2.2961    s | 1.9600    s | 2.4000   s | 0.00811   s | 0.10387  s | SAFE    
wnnG               | LOST         | 0.2813     s | 0.7946    s | 0.2700    s | 0.8400   s | 0.01128   s | 0.04538  s | SAFE    
wpAw               | ARTHUR       | 0.5207     s | 1.1314    s | 0.5100    s | 1.2000   s | 0.01075   s | 0.06864  s | SAFE    
wpTb               | COME         | 0.3576     s | 0.6378    s | 0.3500    s | 0.6000   s | 0.00763   s | 0.03781  s | SAFE    
wpTb               | BACK         | 0.6378     s | 0.9658    s | 0.6000    s | 0.9500   s | 0.03781   s | 0.01583  s | SAFE    
wyzT               | VERY         | 0.5899     s | 0.7960    s | 0.5700    s | 0.7800   s | 0.01989   s | 0.01599  s | SAFE    
wyzT               | TRUSTING     | 0.7960     s | 1.1987    s | 0.7800    s | 1.2300   s | 0.01599   s | 0.03128  s | SAFE    
wyzT               | OF           | 1.1987     s | 1.4238    s | 1.2300    s | 1.4000   s | 0.03128   s | 0.02378  s | SAFE    
wyzT               | YOU          | 1.4238     s | 1.6346    s | 1.4000    s | 1.6800   s | 0.02378   s | 0.04538  s | SAFE    
wyzT               | IT           | 1.7057     s | 1.8455    s | 1.7400    s | 1.8900   s | 0.03431   s | 0.04453  s | SAFE    
wyzT               | IS           | 1.8455     s | 1.9142    s | 1.8900    s | 2.1200   s | 0.04453   s | 0.20583  s | FLAGGED 
wyzT               | AS           | 1.9142     s | 2.0563    s | 2.1200    s | 2.2100   s | 0.20583   s | 0.15369  s | FLAGGED 
wyzT               | A            | 2.1037     s | 2.2695    s | 2.2100    s | 2.2600   s | 0.10631   s | 0.00952  s | SAFE    
wyzT               | MATTER       | 2.2719     s | 2.4709    s | 2.2600    s | 2.5000   s | 0.01189   s | 0.02911  s | SAFE    
wyzT               | OF           | 2.4709     s | 2.5491    s | 2.5000    s | 2.6400   s | 0.02911   s | 0.09093  s | SAFE    
wyzT               | FACT         | 2.6770     s | 2.9044    s | 2.6400    s | 3.0000   s | 0.03699   s | 0.09558  s | SAFE    
xAUo               | BLACK        | 0.3041     s | 0.6743    s | 0.3300    s | 0.6600   s | 0.02590   s | 0.01426  s | SAFE    
xAUo               | AND          | 0.6743     s | 0.8098    s | 0.6600    s | 0.8200   s | 0.01426   s | 0.01020  s | SAFE    
xAUo               | WHITE        | 0.8098     s | 1.1116    s | 0.8200    s | 1.1900   s | 0.01020   s | 0.07838  s | SAFE    
xB46               | WE           | 0.2506     s | 0.4084    s | 0.2200    s | 0.3800   s | 0.03057   s | 0.02843  s | SAFE    
xB46               | CHANGED      | 0.4084     s | 0.7968    s | 0.3800    s | 0.7800   s | 0.02843   s | 0.01681  s | SAFE    
xB46               | OUR          | 0.7968     s | 0.9446    s | 0.7800    s | 0.8600   s | 0.01681   s | 0.08465  s | SAFE    
xB46               | MIND         | 0.9446     s | 1.2579    s | 0.8600    s | 1.2100   s | 0.08465   s | 0.04786  s | SAFE    
xB46               | AND          | 1.2579     s | 1.4658    s | 1.2100    s | 1.3900   s | 0.04786   s | 0.07583  s | SAFE    
xB46               | DECIDED      | 1.4658     s | 1.8317    s | 1.3900    s | 1.9300   s | 0.07583   s | 0.09834  s | SAFE    
xB46               | TO           | 1.9244     s | 2.0371    s | 1.9300    s | 2.0100   s | 0.00563   s | 0.02713  s | SAFE    
xB46               | FIND         | 2.1273     s | 2.2326    s | 2.0100    s | 2.2500   s | 0.11734   s | 0.01743  s | SAFE    
xB46               | A            | 2.2326     s | 2.3128    s | 2.2500    s | 2.2800   s | 0.01743   s | 0.03276  s | SAFE    
xB46               | NEW          | 2.3128     s | 2.5458    s | 2.2800    s | 2.5500   s | 0.03276   s | 0.00421  s | SAFE    
xB46               | NIGHT        | 2.5458     s | 2.8139    s | 2.5500    s | 2.8800   s | 0.00421   s | 0.06610  s | SAFE    
xB46               | CLUB         | 2.8765     s | 3.1071    s | 2.8800    s | 3.1600   s | 0.00346   s | 0.05294  s | SAFE    
xDEy               | DID          | 0.3860     s | 0.5950    s | 0.4000    s | 0.5800   s | 0.01399   s | 0.01503  s | SAFE    
xDEy               | JOHN         | 0.5950     s | 0.9558    s | 0.5800    s | 0.9600   s | 0.01503   s | 0.00424  s | SAFE    
xDEy               | POST         | 0.9844     s | 1.2170    s | 0.9600    s | 1.2200   s | 0.02442   s | 0.00296  s | SAFE    
xDEy               | THAT         | 1.2356     s | 1.4463    s | 1.2200    s | 1.4400   s | 0.01558   s | 0.00629  s | SAFE    
xDEy               | LETTER       | 1.4463     s | 1.7649    s | 1.4400    s | 1.8100   s | 0.00629   s | 0.04513  s | SAFE    
xEYN               | SPY          | 0.1749     s | 0.6770    s | 0.0900    s | 0.7100   s | 0.08494   s | 0.03301  s | SAFE    
xFgh               | LADDER       | 0.4684     s | 1.1170    s | 0.4700    s | 1.2300   s | 0.00162   s | 0.11301  s | SAFE    
xGBj               | GOOD         | 0.2456     s | 0.4530    s | 0.2700    s | 0.3800   s | 0.02444   s | 0.07303  s | SAFE    
xGBj               | MORNING      | 0.4530     s | 0.7357    s | 0.3800    s | 0.8800   s | 0.07303   s | 0.14433  s | FLAGGED 
xGFe               | LIGHT        | 0.4799     s | 0.9441    s | 0.4800    s | 1.0200   s | 0.00009   s | 0.07590  s | SAFE    
xGIx               | FAST         | 1.2001     s | 1.6972    s | 1.1300    s | 1.7100   s | 0.07006   s | 0.01281  s | SAFE    
xGLb               | DRAUGHTS     | 0.1879     s | 0.7141    s | 0.2600    s | 0.7900   s | 0.07207   s | 0.07588  s | SAFE    
xGLb               | MAN          | 0.7654     s | 1.1891    s | 0.7900    s | 1.2600   s | 0.02462   s | 0.07093  s | SAFE    
xLNU               | THE          | 0.2813     s | 0.4095    s | 0.2500    s | 0.3500   s | 0.03128   s | 0.05948  s | SAFE    
xLNU               | GIRL         | 0.4095     s | 0.7175    s | 0.3500    s | 0.6600   s | 0.05948   s | 0.05754  s | SAFE    
xLNU               | GOT          | 0.7175     s | 0.8897    s | 0.6600    s | 0.8400   s | 0.05754   s | 0.04975  s | SAFE    
xLNU               | A            | 0.8897     s | 0.9491    s | 0.8400    s | 0.9000   s | 0.04975   s | 0.04907  s | SAFE    
xLNU               | BARGAIN      | 0.9491     s | 1.4370    s | 0.9000    s | 1.3800   s | 0.04907   s | 0.05699  s | SAFE    
xLNU               | AT           | 1.4370     s | 1.5288    s | 1.3800    s | 1.4500   s | 0.05699   s | 0.07884  s | SAFE    
xLNU               | THE          | 1.5288     s | 1.5901    s | 1.4500    s | 1.5800   s | 0.07884   s | 0.01007  s | SAFE    
xLNU               | GREAT        | 1.5901     s | 1.8254    s | 1.5800    s | 1.8700   s | 0.01007   s | 0.04458  s | SAFE    
xLNU               | SALE         | 1.9077     s | 2.2062    s | 1.8700    s | 2.2600   s | 0.03770   s | 0.05380  s | SAFE    
xSpF               | APPROACH     | 0.2740     s | 0.6610    s | 0.2600    s | 0.6500   s | 0.01399   s | 0.01096  s | SAFE    
xSpF               | YOUR         | 0.6610     s | 0.8163    s | 0.6500    s | 0.7700   s | 0.01096   s | 0.04631  s | SAFE    
xSpF               | INTERVIEW    | 0.8163     s | 1.2569    s | 0.7700    s | 1.1800   s | 0.04631   s | 0.07695  s | SAFE    
xSpF               | WITH         | 1.2569     s | 1.4490    s | 1.1800    s | 1.5800   s | 0.07695   s | 0.13098  s | FLAGGED 
xSpF               | STATUESQUE   | 1.7343     s | 2.2964    s | 1.5800    s | 2.4200   s | 0.15430   s | 0.12360  s | FLAGGED 
xSpF               | COMPOSURE    | 2.4489     s | 3.0280    s | 2.4200    s | 3.0500   s | 0.02893   s | 0.02203  s | SAFE    
xbyr               | COMBINE      | 0.3710     s | 0.8062    s | 0.3600    s | 0.9200   s | 0.01098   s | 0.11376  s | SAFE    
xkLV               | BARK         | 0.4757     s | 1.0089    s | 0.4700    s | 1.1300   s | 0.00574   s | 0.12105  s | SAFE    
xmbo               | BURN         | 0.4064     s | 0.7626    s | 0.4100    s | 0.8100   s | 0.00362   s | 0.04736  s | SAFE    
xmuN               | LEDGE        | 0.4191     s | 0.9358    s | 0.4200    s | 1.0700   s | 0.00087   s | 0.13424  s | FLAGGED 
xoPT               | THEY         | 0.4108     s | 0.7628    s | 0.4200    s | 0.6900   s | 0.00925   s | 0.07283  s | SAFE    
xoPT               | WALK         | 0.7628     s | 1.1544    s | 0.6900    s | 1.2400   s | 0.07283   s | 0.08556  s | SAFE    
xoSr               | PLEASE       | 0.3116     s | 0.6856    s | 0.2700    s | 0.5900   s | 0.04162   s | 0.09556  s | SAFE    
xoSr               | BEGIN        | 0.6856     s | 0.9791    s | 0.5900    s | 0.9800   s | 0.09556   s | 0.00087  s | SAFE    
xoSr               | RUBBING      | 0.9791     s | 1.3498    s | 0.9800    s | 1.3200   s | 0.00087   s | 0.02980  s | SAFE    
xoSr               | THE          | 1.3498     s | 1.4695    s | 1.3200    s | 1.4000   s | 0.02980   s | 0.06952  s | SAFE    
xoSr               | BLUE         | 1.4892     s | 1.6795    s | 1.4000    s | 1.6100   s | 0.08920   s | 0.06945  s | SAFE    
xoSr               | SPOT         | 1.8074     s | 2.0337    s | 1.6100    s | 2.0700   s | 0.19738   s | 0.03629  s | FLAGGED 
xqoC               | ALLOW        | 0.3907     s | 0.7996    s | 0.3900    s | 0.9600   s | 0.00071   s | 0.16036  s | FLAGGED 
xrRg               | ZOO          | 0.3938     s | 0.8490    s | 0.4100    s | 0.9600   s | 0.01617   s | 0.11098  s | SAFE    
xvVB               | SINS         | 0.5463     s | 1.0476    s | 0.4900    s | 0.9500   s | 0.05629   s | 0.09761  s | SAFE    
xveN               | FERRY        | 0.7245     s | 1.1542    s | 0.6800    s | 1.2300   s | 0.04451   s | 0.07576  s | SAFE    
xwBc               | VEAL         | 0.7744     s | 1.2450    s | 0.7700    s | 1.3000   s | 0.00436   s | 0.05502  s | SAFE    
